Trade Date,Options Class,Underlying,Product Type,Exchange,Volume
2014/01/06,MSFT,MSFT,S,BATS,6637
2014/01/07,MSFT,MSFT,S,BATS,2047
2014/01/08,MSFT,MSFT,S,BATS,8536
2014/01/09,MSFT,MSFT,S,BATS,5531
2014/01/10,MSFT,MSFT,S,BATS,8188
2014/01/13,MSFT,MSFT,S,BATS,9980
2014/01/14,MSFT,MSFT,S,BATS,7212
2014/01/15,MSFT,MSFT,S,BATS,11113
2014/01/16,MSFT,MSFT,S,BATS,13064
2014/01/17,MSFT,MSFT,S,BATS,9214
2014/01/21,MSFT,MSFT,S,BATS,3827
2014/01/22,MSFT,MSFT,S,BATS,7292
2014/01/23,MSFT,MSFT,S,BATS,15977
2014/01/24,MSFT,MSFT,S,BATS,18202
2014/01/27,MSFT,MSFT,S,BATS,7123
2014/01/28,MSFT,MSFT,S,BATS,5336
2014/01/29,MSFT,MSFT,S,BATS,4839
2014/01/30,MSFT,MSFT,S,BATS,6718
2014/01/31,MSFT,MSFT,S,BATS,15200
2014/02/03,MSFT,MSFT,S,BATS,11961
2014/02/04,MSFT,MSFT,S,BATS,9125
2014/02/05,MSFT,MSFT,S,BATS,8896
2014/02/06,MSFT,MSFT,S,BATS,6716
2014/02/07,MSFT,MSFT,S,BATS,6859
2014/02/10,MSFT,MSFT,S,BATS,5246
2014/02/11,MSFT,MSFT,S,BATS,4040
2014/02/12,MSFT,MSFT,S,BATS,4229
2014/02/13,MSFT,MSFT,S,BATS,4208
2014/02/14,MSFT,MSFT,S,BATS,5251
2014/02/18,MSFT,MSFT,S,BATS,6896
2014/02/19,MSFT,MSFT,S,BATS,2616
2014/02/20,MSFT,MSFT,S,BATS,3165
2014/02/21,MSFT,MSFT,S,BATS,12739
2014/02/24,MSFT,MSFT,S,BATS,3125
2014/02/25,MSFT,MSFT,S,BATS,2765
2014/02/26,MSFT,MSFT,S,BATS,3627
2014/02/27,MSFT,MSFT,S,BATS,3237
2014/02/28,MSFT,MSFT,S,BATS,7349
2014/03/03,MSFT,MSFT,S,BATS,5245
2014/03/04,MSFT,MSFT,S,BATS,4135
2014/03/05,MSFT,MSFT,S,BATS,2750
2014/03/06,MSFT,MSFT,S,BATS,2473
2014/03/07,MSFT,MSFT,S,BATS,3158
2014/03/10,MSFT,MSFT,S,BATS,2885
2014/03/11,MSFT,MSFT,S,BATS,3638
2014/03/12,MSFT,MSFT,S,BATS,2744
2014/03/13,MSFT,MSFT,S,BATS,4906
2014/03/14,MSFT,MSFT,S,BATS,5299
2014/03/17,MSFT,MSFT,S,BATS,2133
2014/03/18,MSFT,MSFT,S,BATS,28086
2014/03/19,MSFT,MSFT,S,BATS,16191
2014/03/20,MSFT,MSFT,S,BATS,26340
2014/03/21,MSFT,MSFT,S,BATS,14280
2014/03/24,MSFT,MSFT,S,BATS,9635
2014/03/25,MSFT,MSFT,S,BATS,6223
2014/03/26,MSFT,MSFT,S,BATS,10288
2014/03/27,MSFT,MSFT,S,BATS,16797
2014/03/28,MSFT,MSFT,S,BATS,11667
2014/03/31,MSFT,MSFT,S,BATS,13558
2014/04/01,MSFT,MSFT,S,BATS,7661
2014/04/02,MSFT,MSFT,S,BATS,6019
2014/04/03,MSFT,MSFT,S,BATS,5050
2014/04/04,MSFT,MSFT,S,BATS,14179
2014/04/07,MSFT,MSFT,S,BATS,6919
2014/04/08,MSFT,MSFT,S,BATS,5768
2014/04/09,MSFT,MSFT,S,BATS,9648
2014/04/10,MSFT,MSFT,S,BATS,10831
2014/04/11,MSFT,MSFT,S,BATS,9106
2014/04/14,MSFT,MSFT,S,BATS,5036
2014/04/15,MSFT,MSFT,S,BATS,8105
2014/04/16,MSFT,MSFT,S,BATS,4301
2014/04/17,MSFT,MSFT,S,BATS,13113
2014/04/21,MSFT,MSFT,S,BATS,5200
2014/04/22,MSFT,MSFT,S,BATS,3420
2014/04/23,MSFT,MSFT,S,BATS,5587
2014/04/24,MSFT,MSFT,S,BATS,16831
2014/04/25,MSFT,MSFT,S,BATS,7141
2014/04/28,MSFT,MSFT,S,BATS,12823
2014/04/29,MSFT,MSFT,S,BATS,6348
2014/04/30,MSFT,MSFT,S,BATS,5310
2014/05/01,MSFT,MSFT,S,BATS,6174
2014/05/02,MSFT,MSFT,S,BATS,9598
2014/05/05,MSFT,MSFT,S,BATS,4514
2014/05/06,MSFT,MSFT,S,BATS,8290
2014/05/07,MSFT,MSFT,S,BATS,5825
2014/05/08,MSFT,MSFT,S,BATS,5651
2014/05/09,MSFT,MSFT,S,BATS,2651
2014/05/12,MSFT,MSFT,S,BATS,2679
2014/05/13,MSFT,MSFT,S,BATS,4435
2014/05/14,MSFT,MSFT,S,BATS,3168
2014/05/15,MSFT,MSFT,S,BATS,7404
2014/05/16,MSFT,MSFT,S,BATS,3362
2014/05/19,MSFT,MSFT,S,BATS,4408
2014/05/20,MSFT,MSFT,S,BATS,3992
2014/05/21,MSFT,MSFT,S,BATS,7055
2014/05/22,MSFT,MSFT,S,BATS,2113
2014/05/23,MSFT,MSFT,S,BATS,4050
2014/05/27,MSFT,MSFT,S,BATS,1640
2014/05/28,MSFT,MSFT,S,BATS,3375
2014/05/29,MSFT,MSFT,S,BATS,2736
2014/05/30,MSFT,MSFT,S,BATS,6706
2014/06/02,MSFT,MSFT,S,BATS,3006
2014/06/03,MSFT,MSFT,S,BATS,3310
2014/06/04,MSFT,MSFT,S,BATS,3142
2014/06/05,MSFT,MSFT,S,BATS,5300
2014/06/06,MSFT,MSFT,S,BATS,5661
2014/06/09,MSFT,MSFT,S,BATS,2239
2014/06/10,MSFT,MSFT,S,BATS,2012
2014/06/11,MSFT,MSFT,S,BATS,2095
2014/06/12,MSFT,MSFT,S,BATS,6259
2014/06/13,MSFT,MSFT,S,BATS,8072
2014/06/16,MSFT,MSFT,S,BATS,4026
2014/06/17,MSFT,MSFT,S,BATS,4931
2014/06/18,MSFT,MSFT,S,BATS,9039
2014/06/19,MSFT,MSFT,S,BATS,7085
2014/06/20,MSFT,MSFT,S,BATS,4365
2014/06/23,MSFT,MSFT,S,BATS,5354
2014/06/24,MSFT,MSFT,S,BATS,4111
2014/06/25,MSFT,MSFT,S,BATS,2454
2014/06/26,MSFT,MSFT,S,BATS,4597
