Trade Date,Options Class,Underlying,Product Type,Exchange,Volume
2013/06/26,AMZN,AMZN,S,BATS,2241
2013/06/27,AMZN,AMZN,S,BATS,4430
2013/06/28,AMZN,AMZN,S,BATS,4242
2013/07/01,AMZN,AMZN,S,BATS,3229
2013/07/02,AMZN,AMZN,S,BATS,5985
2013/07/03,AMZN,AMZN,S,BATS,3441
2013/07/05,AMZN,AMZN,S,BATS,6211
2013/07/08,AMZN,AMZN,S,BATS,5753
2013/07/09,AMZN,AMZN,S,BATS,4474
2013/07/10,AMZN,AMZN,S,BATS,2533
2013/07/11,AMZN,AMZN,S,BATS,8245
2013/07/12,AMZN,AMZN,S,BATS,9230
2013/07/15,AMZN,AMZN,S,BATS,3596
2013/07/16,AMZN,AMZN,S,BATS,3399
2013/07/17,AMZN,AMZN,S,BATS,2765
2013/07/18,AMZN,AMZN,S,BATS,3895
2013/07/19,AMZN,AMZN,S,BATS,4209
2013/07/22,AMZN,AMZN,S,BATS,3409
2013/07/23,AMZN,AMZN,S,BATS,1769
2013/07/24,AMZN,AMZN,S,BATS,2865
2013/07/25,AMZN,AMZN,S,BATS,10766
2013/07/26,AMZN,AMZN,S,BATS,28861
2013/07/29,AMZN,AMZN,S,BATS,6709
2013/07/30,AMZN,AMZN,S,BATS,5804
2013/07/31,AMZN,AMZN,S,BATS,4009
2013/08/01,AMZN,AMZN,S,BATS,6825
2013/08/02,AMZN,AMZN,S,BATS,6797
2013/08/05,AMZN,AMZN,S,BATS,2755
2013/08/06,AMZN,AMZN,S,BATS,2403
2013/08/07,AMZN,AMZN,S,BATS,2501
2013/08/08,AMZN,AMZN,S,BATS,3049
2013/08/09,AMZN,AMZN,S,BATS,2998
2013/08/12,AMZN,AMZN,S,BATS,1231
2013/08/13,AMZN,AMZN,S,BATS,3961
2013/08/14,AMZN,AMZN,S,BATS,2760
2013/08/15,AMZN,AMZN,S,BATS,3772
2013/08/16,AMZN,AMZN,S,BATS,2534
2013/08/19,AMZN,AMZN,S,BATS,2321
2013/08/20,AMZN,AMZN,S,BATS,1806
2013/08/21,AMZN,AMZN,S,BATS,2374
2013/08/22,AMZN,AMZN,S,BATS,1511
2013/08/23,AMZN,AMZN,S,BATS,1979
2013/08/26,AMZN,AMZN,S,BATS,1807
2013/08/27,AMZN,AMZN,S,BATS,1923
2013/08/28,AMZN,AMZN,S,BATS,708
2013/08/29,AMZN,AMZN,S,BATS,1595
2013/08/30,AMZN,AMZN,S,BATS,1808
2013/09/03,AMZN,AMZN,S,BATS,3311
2013/09/04,AMZN,AMZN,S,BATS,2662
2013/09/05,AMZN,AMZN,S,BATS,2931
2013/09/06,AMZN,AMZN,S,BATS,4650
2013/09/09,AMZN,AMZN,S,BATS,2513
2013/09/10,AMZN,AMZN,S,BATS,4219
2013/09/11,AMZN,AMZN,S,BATS,3479
2013/09/12,AMZN,AMZN,S,BATS,5265
2013/09/13,AMZN,AMZN,S,BATS,5654
2013/09/16,AMZN,AMZN,S,BATS,2711
2013/09/17,AMZN,AMZN,S,BATS,8045
2013/09/18,AMZN,AMZN,S,BATS,9036
2013/09/19,AMZN,AMZN,S,BATS,7733
2013/09/20,AMZN,AMZN,S,BATS,14849
2013/09/23,AMZN,AMZN,S,BATS,6659
2013/09/24,AMZN,AMZN,S,BATS,7196
2013/09/25,AMZN,AMZN,S,BATS,5717
2013/09/26,AMZN,AMZN,S,BATS,8112
2013/09/27,AMZN,AMZN,S,BATS,5559
2013/09/30,AMZN,AMZN,S,BATS,3330
2013/10/01,AMZN,AMZN,S,BATS,5111
2013/10/02,AMZN,AMZN,S,BATS,4739
2013/10/03,AMZN,AMZN,S,BATS,3647
2013/10/04,AMZN,AMZN,S,BATS,3216
2013/10/07,AMZN,AMZN,S,BATS,1407
2013/10/08,AMZN,AMZN,S,BATS,4448
2013/10/09,AMZN,AMZN,S,BATS,3121
2013/10/10,AMZN,AMZN,S,BATS,1466
2013/10/11,AMZN,AMZN,S,BATS,2690
2013/10/14,AMZN,AMZN,S,BATS,823
2013/10/15,AMZN,AMZN,S,BATS,2046
2013/10/16,AMZN,AMZN,S,BATS,1284
2013/10/17,AMZN,AMZN,S,BATS,2390
2013/10/18,AMZN,AMZN,S,BATS,7826
2013/10/21,AMZN,AMZN,S,BATS,1587
2013/10/22,AMZN,AMZN,S,BATS,2231
2013/10/23,AMZN,AMZN,S,BATS,2915
2013/10/24,AMZN,AMZN,S,BATS,4228
2013/10/25,AMZN,AMZN,S,BATS,24121
2013/10/28,AMZN,AMZN,S,BATS,3090
2013/10/29,AMZN,AMZN,S,BATS,3850
2013/10/30,AMZN,AMZN,S,BATS,3715
2013/10/31,AMZN,AMZN,S,BATS,4551
2013/11/01,AMZN,AMZN,S,BATS,2567
2013/11/04,AMZN,AMZN,S,BATS,1612
2013/11/05,AMZN,AMZN,S,BATS,1218
2013/11/06,AMZN,AMZN,S,BATS,1748
2013/11/07,AMZN,AMZN,S,BATS,2671
2013/11/08,AMZN,AMZN,S,BATS,2434
2013/11/11,AMZN,AMZN,S,BATS,933
2013/11/12,AMZN,AMZN,S,BATS,1379
2013/11/13,AMZN,AMZN,S,BATS,1865
2013/11/14,AMZN,AMZN,S,BATS,3610
2013/11/15,AMZN,AMZN,S,BATS,4702
2013/11/18,AMZN,AMZN,S,BATS,1289
2013/11/19,AMZN,AMZN,S,BATS,1300
2013/11/20,AMZN,AMZN,S,BATS,849
2013/11/21,AMZN,AMZN,S,BATS,1122
2013/11/22,AMZN,AMZN,S,BATS,4854
2013/11/25,AMZN,AMZN,S,BATS,1587
2013/11/26,AMZN,AMZN,S,BATS,1610
2013/11/27,AMZN,AMZN,S,BATS,1634
2013/11/29,AMZN,AMZN,S,BATS,2031
2013/12/02,AMZN,AMZN,S,BATS,2665
2013/12/03,AMZN,AMZN,S,BATS,2077
2013/12/04,AMZN,AMZN,S,BATS,1740
2013/12/05,AMZN,AMZN,S,BATS,1397
2013/12/06,AMZN,AMZN,S,BATS,1466
2013/12/09,AMZN,AMZN,S,BATS,1368
2013/12/10,AMZN,AMZN,S,BATS,1164
2013/12/11,AMZN,AMZN,S,BATS,1836
2013/12/12,AMZN,AMZN,S,BATS,1094
2013/12/13,AMZN,AMZN,S,BATS,2810
2013/12/16,AMZN,AMZN,S,BATS,1277
2013/12/17,AMZN,AMZN,S,BATS,1119
2013/12/18,AMZN,AMZN,S,BATS,3276
2013/12/19,AMZN,AMZN,S,BATS,1116
2013/12/20,AMZN,AMZN,S,BATS,4409
2013/12/23,AMZN,AMZN,S,BATS,1402
2013/12/24,AMZN,AMZN,S,BATS,827
2013/12/26,AMZN,AMZN,S,BATS,2043
2013/12/27,AMZN,AMZN,S,BATS,2059
2013/12/30,AMZN,AMZN,S,BATS,1272
2013/12/31,AMZN,AMZN,S,BATS,809
2014/01/02,AMZN,AMZN,S,BATS,2343
2014/01/03,AMZN,AMZN,S,BATS,2307
2014/01/06,AMZN,AMZN,S,BATS,1700
2014/01/07,AMZN,AMZN,S,BATS,1034
2014/01/08,AMZN,AMZN,S,BATS,1634
2014/01/09,AMZN,AMZN,S,BATS,2558
2014/01/10,AMZN,AMZN,S,BATS,2723
2014/01/13,AMZN,AMZN,S,BATS,2559
2014/01/14,AMZN,AMZN,S,BATS,1255
2014/01/15,AMZN,AMZN,S,BATS,1482
2014/01/16,AMZN,AMZN,S,BATS,3074
2014/01/17,AMZN,AMZN,S,BATS,4586
2014/01/21,AMZN,AMZN,S,BATS,3186
2014/01/22,AMZN,AMZN,S,BATS,1500
2014/01/23,AMZN,AMZN,S,BATS,2390
2014/01/24,AMZN,AMZN,S,BATS,9066
2014/01/27,AMZN,AMZN,S,BATS,4074
2014/01/28,AMZN,AMZN,S,BATS,2438
2014/01/29,AMZN,AMZN,S,BATS,4088
2014/01/30,AMZN,AMZN,S,BATS,14273
2014/01/31,AMZN,AMZN,S,BATS,22693
2014/02/03,AMZN,AMZN,S,BATS,12147
2014/02/04,AMZN,AMZN,S,BATS,6778
2014/02/05,AMZN,AMZN,S,BATS,6325
2014/02/06,AMZN,AMZN,S,BATS,3708
2014/02/07,AMZN,AMZN,S,BATS,4244
2014/02/10,AMZN,AMZN,S,BATS,2530
2014/02/11,AMZN,AMZN,S,BATS,2586
2014/02/12,AMZN,AMZN,S,BATS,5232
2014/02/13,AMZN,AMZN,S,BATS,3073
2014/02/14,AMZN,AMZN,S,BATS,3284
2014/02/18,AMZN,AMZN,S,BATS,2894
2014/02/19,AMZN,AMZN,S,BATS,2763
2014/02/20,AMZN,AMZN,S,BATS,3187
2014/02/21,AMZN,AMZN,S,BATS,3805
2014/02/24,AMZN,AMZN,S,BATS,2576
2014/02/25,AMZN,AMZN,S,BATS,3493
2014/02/26,AMZN,AMZN,S,BATS,2773
2014/02/27,AMZN,AMZN,S,BATS,3159
2014/02/28,AMZN,AMZN,S,BATS,4152
2014/03/03,AMZN,AMZN,S,BATS,2376
2014/03/04,AMZN,AMZN,S,BATS,2447
2014/03/05,AMZN,AMZN,S,BATS,4528
2014/03/06,AMZN,AMZN,S,BATS,3305
2014/03/07,AMZN,AMZN,S,BATS,4564
2014/03/10,AMZN,AMZN,S,BATS,2174
2014/03/11,AMZN,AMZN,S,BATS,1837
2014/03/12,AMZN,AMZN,S,BATS,2194
2014/03/13,AMZN,AMZN,S,BATS,7613
2014/03/14,AMZN,AMZN,S,BATS,6650
2014/03/17,AMZN,AMZN,S,BATS,2218
2014/03/18,AMZN,AMZN,S,BATS,2061
2014/03/19,AMZN,AMZN,S,BATS,2947
2014/03/20,AMZN,AMZN,S,BATS,2896
2014/03/21,AMZN,AMZN,S,BATS,5217
2014/03/24,AMZN,AMZN,S,BATS,3442
2014/03/25,AMZN,AMZN,S,BATS,3574
2014/03/26,AMZN,AMZN,S,BATS,2566
2014/03/27,AMZN,AMZN,S,BATS,7086
2014/03/28,AMZN,AMZN,S,BATS,4892
2014/03/31,AMZN,AMZN,S,BATS,3072
2014/04/01,AMZN,AMZN,S,BATS,4765
2014/04/02,AMZN,AMZN,S,BATS,2886
